color,RPM,stroke_frequency,producer_name
1971,1779,931,1342
655,761,370,597
161,647,1612,1961
682,1762,999,336
454,1758,1035,1862
889,1751,889,1567
547,1035,623,1564
783,707,1762,1784
1017,912,1116,943
1869,753,78,1434
1466,1180,1153,1584
1897,1068,1766,439
46,563,1393,1445
404,1682,127,1718
411,587,725,1380
1556,456,1439,1671
1429,1844,382,1338
872,535,232,581
962,1203,1267,701
392,315,901,384
500,0,300,1470
1912,40,1995,617
391,786,1711,1459
1458,1881,1301,123
1992,1023,286,1463
817,1248,181,1180
465,1341,486,1478
1765,1779,17,1958
1737,1363,1024,379
465,63,969,364
70,243,424,707
49,1053,679,43
1699,1566,1388,1982
347,20,1382,77
1705,526,642,554
1768,367,760,857
285,1821,88,1341
1637,1523,1031,1422
21,1794,1238,703
1166,1424,805,274
1272,367,1192,596
1143,700,75,1680
1855,1967,1321,1814
433,102,570,596
714,463,898,378
160,1581,430,1310
380,658,1074,734
913,1038,335,1903
85,332,817,597
1340,1353,915,133
640,458,285,780
1378,1312,1490,1683
235,1685,475,1452
1031,1740,771,1299
1217,1900,137,1654
1773,551,987,1810
192,1986,1563,1073
1572,75,1708,1459
104,1840,1880,757
473,1859,821,1962
621,490,1215,223
1918,625,1617,1261
1608,1075,766,1202
335,1265,752,85
261,1144,1378,1747
641,437,1553,220
1867,2,1993,1180
499,1150,1035,1304
91,909,1094,474
509,1391,625,1885
878,1830,1305,1011
839,172,593,1881
1451,1736,1075,819
1255,1402,1758,1819
93,1447,104,1245
867,1263,29,1998
1932,822,210,581
1711,662,159,648
1592,185,228,32
684,810,1741,205
703,664,1244,874
255,245,498,648
35,1003,363,1708
669,239,1993,1278
1254,109,821,1840
982,1397,715,769
1194,1150,1390,1859
197,775,1229,1203
1140,337,863,1398
714,835,219,1207
877,1429,445,1285
1881,1739,1239,1020
1329,1074,568,1113
1902,651,1003,1357
1446,1974,345,497
1142,781,358,1385
1988,1140,1086,1522
205,770,1454,236
924,906,1387,485
1955,36,167,1278
1659,798,1854,362
1308,1214,740,1201
1673,194,374,1416
847,1831,1224,1498
3,621,639,1352
390,452,1978,246
1078,477,1756,1076
913,1644,324,689
1769,1903,536,953
243,434,1248,1038
557,763,679,1987
956,1149,1498,353
34,563,966,995
204,1959,683,772
1529,308,235,863
1523,6,1210,1962
1976,1115,1076,915
25,352,1385,1841
389,1942,1780,234
883,292,208,332
1865,1780,1563,46
1537,141,289,1521
65,1429,1624,1546
1373,1336,1071,225
1443,172,642,182
89,1353,596,1313
787,115,606,515
199,1016,1002,239
992,1712,1414,35
1929,1690,380,1496
969,299,1596,1040
1169,362,1931,363
23,1712,1913,1416
202,796,1690,1309
809,1244,1574,1486
1057,75,934,640
493,52,1026,955
511,915,1178,34
1984,1396,571,1156
671,305,1760,983
91,1285,1292,11
451,1844,208,1190
1499,481,118,1059
260,19,165,83
203,526,1739,575
206,1259,774,636
116,712,1755,1573
1728,273,246,1033
727,748,255,565
660,372,1032,625
1858,1088,1692,1780
1537,498,946,1007
1157,110,1575,1792
963,544,933,353
620,394,1044,1383
1912,1479,1483,1992
1189,935,672,342
1124,857,998,70
300,241,483,1503
1668,1936,972,320
1902,968,469,1977
399,1742,1278,1891
687,1884,174,891
1848,574,1678,581
1695,536,991,186
1370,511,1927,1676
548,480,340,408
1715,1334,1284,924
1809,1530,1776,1722
669,1135,1647,861
1421,1423,1954,766
772,689,186,450
1001,1825,982,1533
1516,1161,61,1162
310,1221,113,1850
1937,942,813,118
1661,1093,963,1431
614,1295,1192,228
840,1713,539,1316
1878,1950,737,800
1049,464,1031,618
800,1697,1866,1485
1635,401,346,1382
1729,889,257,1440
508,1000,1768,540
114,861,1964,1831
510,60,1963,1909
1463,461,1316,392
436,1126,159,1513
229,182,883,1486
809,251,1789,1196
1292,623,1552,1384
1418,863,1217,187
812,1460,1524,175
1651,376,465,597
729,1790,647,1778
1170,481,129,1096
149,836,546,1342
550,1773,572,617
612,245,1116,565
690,326,590,937
1790,118,1351,407
757,1047,16,351
1432,530,1770,1484
965,576,1551,965
1171,453,1535,365
1922,659,612,739
350,1883,210,192
1034,736,1696,680
716,1262,1959,751
1028,1331,966,1984
299,515,650,779
877,1372,1850,1981
1223,375,969,563
1443,1068,765,609
1142,1098,1275,1247
376,1475,1541,1124
1821,1187,1191,1475
636,1381,704,316
1259,343,1908,1892
653,745,1328,36
697,883,1155,205
813,991,1103,970
1578,1510,1240,1084
882,1367,343,1983
416,1027,856,1809
280,605,1620,1031
532,416,1959,1547
1325,1318,1292,1589
1082,1983,358,1812
1976,1869,1366,819
535,1842,1737,1783
981,1891,890,18
1733,228,981,8
1914,1917,1861,1815
1185,603,833,1108
263,3,853,1697
422,723,1622,1096
362,1594,1489,1069
1538,853,426,186
1905,1521,1729,1320
1287,844,263,1138
225,1654,1145,616
1607,573,1929,1311
156,541,720,1430
1559,1013,1530,585
293,1047,1822,14
982,317,269,948
235,382,1206,1778
1388,1688,536,1777
1887,1515,1183,38
1754,2,818,1340
1187,1205,1977,765
1525,817,205,888
688,1712,1957,639
748,657,1331,1422
1782,375,957,1994
1726,1903,270,1183
1502,570,1359,283
1328,26,733,1810
1195,336,855,894
649,1662,716,154
222,1479,1159,1081
1320,1105,737,367
349,894,1978,514
777,1851,814,1532
849,733,1670,923
1883,640,1788,1219
713,13,519,226
1334,1027,127,190
1002,1812,112,1874
462,165,1522,1052
321,360,51,713
926,171,298,34
50,1309,1802,1399
1581,1930,1652,1407
15,1856,428,687
547,1399,428,1044
1628,644,1077,195
347,221,1587,520
149,1857,1025,1473
1342,1593,1833,1245
1689,1073,479,1365
1617,874,1241,83
766,180,1960,1014
1867,1297,563,795
487,1107,159,784
368,1849,296,1108
1573,257,1852,69
1529,1494,1048,1360
1675,1669,888,1010
461,1167,1067,1769
1332,663,467,919
1934,467,1625,1078
81,1702,1524,85
1746,1573,1735,192
1627,54,1174,1379
1247,1364,1539,554
691,424,1717,1633
451,1048,979,1097
1912,583,225,804
1452,850,485,1466
1351,923,388,776
177,382,1178,1526
264,1496,245,234
326,103,1964,400
1197,160,1191,624
1352,748,1266,474
1704,1567,1923,467
333,734,421,845
1657,343,963,705
990,1018,39,451
491,240,1202,1769
927,1564,1953,1469
1269,1604,583,76
642,1817,409,223
1935,15,393,17
521,528,330,1697
1618,1843,234,590
925,760,95,859
1302,1633,1721,999
485,1909,1823,722
1718,1307,1262,1670
1105,1273,1186,942
710,664,376,1129
1130,1373,257,1272
298,1196,1589,733
1013,773,1499,571
1548,1052,179,1129
1245,727,1309,343
746,1454,1338,1859
55,1849,850,638
1811,1551,176,435
477,932,645,7
980,1041,984,1988
852,1770,923,410
1433,643,1236,424
1853,1958,217,650
752,536,1011,1476
591,267,1772,179
1085,1405,178,1818
881,1047,1303,371
1272,197,423,1200
758,49,1448,118
766,697,977,1177
593,430,1345,101
554,627,684,835
1373,1245,1113,1648
36,165,306,74
1878,1414,1773,1006
394,1291,1174,457
1268,749,826,1580
1043,518,112,1193
1874,1727,1052,1859
459,253,474,1768
1876,799,795,1563
707,965,938,1089
1320,847,281,161
868,582,1326,889
322,656,962,1217
1821,1044,1583,1726
1878,899,816,1917
1468,249,1134,1337
1777,781,1640,1042
1299,530,665,970
1610,1034,621,638
1767,1301,1862,247
1053,1847,812,397
153,1519,310,309
1649,1416,18,1211
159,941,420,33
1609,782,597,1233
810,1620,480,628
1803,996,341,1552
1246,626,1945,1107
508,516,885,656
1941,960,1788,58
361,229,804,1301
1957,287,1861,685
1394,1758,435,1375
1193,600,1846,1704
881,11,1208,1254
1203,156,915,1974
1087,255,353,1574
308,1716,789,1156
1382,1843,979,1783
165,1286,1065,1126
1099,1246,1136,756
908,222,845,1255
835,1927,9,1591
1045,1722,1063,1518
1846,1242,881,640
1444,141,176,768
1049,979,502,1501
1599,782,1669,1016
426,40,932,922
612,1875,898,1413
90,469,1332,1319
68,1610,1789,1912
687,526,1566,802
889,1455,170,138
1643,997,1328,438
675,141,1862,581
1374,155,644,1379
1635,1198,544,1094
1222,1460,222,1959
1180,1205,163,729
1739,207,1924,466
560,75,1265,1264
171,641,1539,831
384,11,507,1149
1308,1388,384,1558
991,720,1670,1768
149,175,795,1269
1635,1770,53,480
830,1211,1907,171
654,599,93,130
1728,1933,1999,698
1234,1568,681,1645
579,1007,490,806
1550,5,512,827
83,1468,821,93
246,155,1674,1248
223,1147,1242,450
1254,110,1234,364
1319,1617,1811,1262
1685,1658,786,906
1745,1349,444,392
719,693,1935,1332
50,244,607,784
776,1526,1411,1931
1483,1457,1215,1658
805,857,1860,1742
811,1070,694,390
1067,849,191,1275
1038,1796,1434,115
1039,1179,537,509
355,1634,1681,513
506,1437,1031,1034
1680,1124,1276,1551
1709,1726,75,698
313,91,216,121
1570,1019,71,78
981,561,1970,1930
541,1622,662,1796
1887,1831,195,1339
1257,1931,1178,881
191,46,565,518
1549,913,143,43
1466,216,1747,716
315,1384,790,14
790,1431,1141,1524
914,486,564,1476
137,495,1246,1662
1370,403,1660,1147
1470,73,1527,231
18,596,1960,763
1672,865,291,1228
378,1757,490,1596
1197,1404,49,1408
1063,611,512,584
1362,1390,522,1319
293,1068,147,1249
751,1184,808,32
828,265,1348,1091
1542,407,1599,1497
1495,1448,539,1765
1465,489,1483,952
760,787,389,1905
1159,203,294,1262
1846,1138,1328,77
1824,804,302,1399
1092,1718,1712,1238
356,1235,1844,1344
792,1231,1478,165
432,986,1554,460
1882,1505,1576,1464
1537,64,728,1996
490,1264,1015,344
361,241,807,1559
1812,1754,418,1727
1098,840,496,1820
10,622,1199,1344
925,139,307,211
1462,1243,887,114
1811,346,1007,1169
803,1439,1932,869
1424,1894,1915,1283
364,1266,1943,66
1570,1102,951,411
681,1641,1170,129
928,969,514,1663
1244,49,1966,1359
322,890,1527,1658
680,279,251,665
372,1207,521,1648
728,956,314,830
893,1201,1748,1797
1725,1946,1622,961
1557,1108,1461,292
1901,1055,92,417
1853,711,1436,1955
1276,1449,1539,394
9,953,285,385
546,1520,1831,1586
866,615,811,987
1099,559,186,1433
473,726,576,912
1539,1111,857,384
1965,281,906,288
420,1466,251,1216
1919,285,1784,994
958,1889,1273,1843
593,245,1281,610
816,999,491,1951
791,1897,157,1870
190,399,1238,291
487,215,1344,1683
1742,1157,1546,1105
1848,219,44,469
1159,78,354,1625
1093,1668,1290,313
1014,1065,36,1744
1611,659,1897,244
136,1463,1405,1764
751,616,362,590
1237,255,740,1976
1747,1075,1689,829
458,1929,896,942
157,192,396,1065
1323,430,1856,1703
530,169,1772,1062
1383,843,286,170
1851,1204,914,967
1723,639,989,1964
1797,1369,1979,1351
28,667,1994,1264
121,1472,1841,1014
305,1463,755,521
1664,54,684,883
694,40,1558,1938
1169,874,1410,1185
1177,624,922,569
1368,1046,971,116
375,188,227,1143
1888,580,842,522
811,544,563,74
1553,632,1952,1450
1150,446,481,277
1482,372,707,317
118,62,1325,1927
1545,1974,384,559
463,250,997,1296
336,196,1269,11
1498,1504,518,1679
1903,1038,354,1584
585,46,1241,108
1578,650,1379,1965
934,351,1541,1860
1975,845,1149,82
594,1387,350,146
557,1743,821,1985
1977,353,692,1586
1840,520,1958,1162
663,581,1751,1374
203,1854,144,997
525,1574,1611,1714
1500,1092,1798,1098
266,101,1654,164
1461,1937,1315,517
1868,1104,22,314
1635,913,1910,1310
1216,1154,1652,1638
1580,802,964,1074
1369,506,1907,1276
1015,1931,903,357
260,1828,1327,1483
1065,635,471,1319
1575,1934,1699,916
886,609,1637,1589
1072,1855,340,494
114,953,1723,1254
1673,730,99,967
862,960,1444,1346
9,980,979,940
1539,550,922,1589
103,1549,1107,176
905,1499,568,1743
1658,523,387,1332
1792,1279,1899,249
769,1128,565,801
1079,663,1774,864
1614,298,1952,184
1465,1145,1129,46
22,1182,1179,989
1784,1171,1073,781
1223,1857,1238,1193
94,918,730,1073
609,1153,1801,550
564,179,1521,1189
1467,173,1231,139
1117,937,344,715
1072,452,478,1038
224,1415,297,39
1999,1640,630,1406
1105,1929,362,947
151,126,383,1725
1358,334,1305,498
1236,1569,69,1563
1718,153,1914,1212
1330,1745,405,661
1752,841,1601,621
1151,1725,549,1776
1918,982,359,638
257,1739,583,742
1157,1484,424,397
1875,1609,1934,59
1822,845,405,1306
469,543,1174,1376
839,1925,1475,1208
1627,764,781,206
1315,746,791,1932
1841,1421,340,1264
358,127,436,1467
818,520,1057,158
1055,1231,911,440
1683,1613,467,1916
568,231,1153,395
1359,126,572,1149
1644,1597,28,1955
397,1909,1772,126
1436,777,1570,1620
289,1833,409,493
453,1129,484,1362
719,1329,1027,1551
754,609,1456,1191
1106,1597,304,1624
668,1812,735,162
395,482,1154,288
362,1519,1603,121
432,1010,1268,1682
468,364,175,1823
1808,984,1897,1272
111,543,6,73
238,1143,1303,517
1927,54,1787,1622
697,27,204,1316
337,687,0,1717
625,1645,1696,606
113,1831,1650,896
995,1316,1328,80
78,53,1,934
323,1847,725,994
672,1193,663,302
1567,701,982,1345
1814,1008,1166,476
1115,80,1349,498
392,418,1623,1674
1298,607,1297,1798
1028,1137,1534,1523
1018,876,1057,176
1862,1331,1803,1406
470,812,1818,84
1574,409,617,1306
1569,1128,254,776
414,1005,403,1865
441,1008,1297,1022
1178,925,1828,1583
444,612,523,161
1982,695,112,197
1201,1710,339,1635
1295,701,971,1277
1379,1491,805,1253
1809,1243,1236,258
1574,687,1519,532
1816,1758,1126,1147
1786,47,662,769
1064,85,1770,1451
1545,1377,1766,604
797,1750,1715,1972
1609,30,1110,1199
847,1494,1635,1743
392,540,1243,1335
1407,760,1291,1814
1870,700,1223,1413
733,418,453,438
590,1275,1738,1052
262,36,388,655
1648,217,69,1652
448,1584,242,1303
860,258,1561,1943
1046,107,1137,1791
1792,541,100,1285
948,1699,489,221
218,1697,915,141
581,1309,936,970
1143,1384,1598,382
831,1532,1553,634
441,286,1138,140
950,832,350,274
419,997,1015,735
1422,764,166,1365
1954,839,1278,1489
1081,1514,1557,643
1484,464,1620,1690
1229,157,958,1086
85,1153,290,703
759,2,631,1519
1470,142,530,1062
1113,502,469,1381
1697,1675,960,1306
1533,967,1580,488
768,1978,1593,323
603,233,1891,323
81,686,1219,798
1921,1922,374,1818
1975,1207,1548,1233
1775,779,329,29
1083,1264,728,131
1186,367,516,395
504,488,1235,1572
817,1129,44,1459
539,1262,1210,603
156,1333,761,1779
1717,1998,28,245
407,1652,1099,1928
1086,361,1342,1812
1627,1348,1479,552
223,1553,1805,287
727,443,1874,526
528,958,1930,1244
605,108,681,466
288,452,1030,1747
1428,1271,616,1646
1770,131,1965,836
1338,1789,773,543
1524,31,221,1663
1273,674,1178,195
1613,864,1989,990
961,514,1986,1695
782,1337,1492,1700
1189,1232,1302,1950
1826,1737,941,194
870,515,83,1791
474,373,1330,275
705,528,725,681
586,475,411,1583
50,1994,452,809
1119,916,1498,1647
1465,1309,1412,1877
646,1742,1523,1683
1159,466,795,1345
1812,419,550,1626
938,1732,542,707
845,510,1989,1752
744,1987,900,1009
950,810,1289,1495
1150,1256,1967,471
702,292,1942,956
1800,589,802,1632
978,567,1825,1379
373,1878,1412,1999
360,1360,1913,300
491,247,288,841
395,1327,1767,1011
564,1676,1463,1466
1162,962,1854,16
1867,541,1942,815
1253,77,258,873
764,1739,1456,1398
321,675,1559,1597
673,577,1499,1532
134,1212,97,664
1967,276,1739,1048
1665,1825,1760,61
1346,1317,1047,1977
952,370,1385,1762
1880,1559,770,1675
161,681,1806,1669
1425,1134,1200,1565
960,1635,1,500
186,1899,108,1070
162,870,1946,1889
717,1728,1544,647
656,1860,368,356
1788,1739,1361,1834
107,456,1731,918
380,1277,1862,1122
1578,1009,725,1740
1363,1673,1009,428
784,130,938,573
291,515,1699,914
1608,1478,603,1474
753,1428,1552,1611
1833,704,781,670
531,1317,1500,1375
1112,704,1904,275
112,1350,792,332
777,1194,1015,952
1643,61,1214,844
267,1229,523,321
441,1932,1197,1131
1686,42,1085,1027
1732,378,1585,1413
1406,1659,174,966
1717,353,1847,736
1968,245,244,6
697,433,478,379
1584,814,31,604
1072,1106,1436,1115
791,1945,1071,1525
1296,193,1628,1209
749,1754,1755,1885
1900,314,1053,1572
1268,634,542,1128
1000,329,684,481
737,961,415,1105
1248,1643,36,1306
791,243,1907,553
1474,1713,99,597
612,499,1082,1251
761,1939,1433,188
1402,309,1466,1308
1880,685,805,1071
1917,839,786,1352
807,334,1269,1276
1158,457,954,1026
1799,605,1389,1932
1813,215,1259,1429
1064,931,912,1748
431,1273,451,473
939,768,235,1330
1085,416,649,513
227,856,1962,805
36,1035,884,879
1707,1127,1644,1084
1228,1024,1013,444
1900,1958,1539,1148
1788,626,87,959
682,1429,711,1609
206,1782,314,559
607,1991,724,1694
961,1936,955,530
719,314,1223,305
354,851,841,1375
1159,428,36,701
11,740,1135,697
415,1470,1432,625
842,1494,1386,37
1508,1438,986,1431
615,67,1941,1964
119,1870,1210,24
322,713,694,1035
141,908,216,1631
815,860,1386,1529
343,1976,583,1925
1066,413,1947,1844
1004,1963,634,1293
1340,645,949,1416
462,1323,891,1332
172,1119,479,297
400,1771,275,1280
5,1420,1486,1151
606,390,63,263
1299,557,371,510
598,194,1419,237
1556,345,1298,1486
763,814,1268,497
730,1108,340,850
305,326,1432,1721
742,1454,1186,992
283,1304,1546,1513
1972,1827,1816,703
1505,1349,523,721
572,825,1248,158
1281,1865,1610,967
1837,919,1468,1004
1709,652,66,1477
1373,352,1518,502
595,1003,1528,1070
1751,1946,623,1682
1083,1000,1424,1786
142,486,930,669
1290,1659,481,627
1265,960,1383,1893
1249,1294,1847,1629
647,589,919,1549
1321,1368,1830,1819
1934,1392,1532,1215
939,478,1314,272
1866,1023,1813,220
200,687,1164,1089
1888,450,26,74
1068,1881,618,342
108,835,1297,108
538,1666,1680,1724
485,116,1519,17
606,988,874,1536
1385,1094,1712,1760
786,1808,1199,404
614,1350,257,576
1800,1909,1876,810
1853,1765,631,231
1774,403,1849,1654
489,717,229,1331
119,1186,961,720
568,1942,1663,1806
815,1357,410,1750
1295,306,837,134
1915,1100,471,1647
1036,731,409,1753
1719,331,862,1749
59,1903,721,84
507,1002,323,1542
290,1619,1377,1281
744,651,870,1424
1055,1330,356,4
1387,644,1574,68
444,1066,1276,1424
1216,690,186,1513
821,790,1679,77
805,739,889,657
732,1729,869,1315
995,1082,747,1268
846,1529,51,937
822,666,169,316
1817,743,1831,1600
1335,1682,1198,1455
207,111,1517,1826
1091,1520,632,851
4,1651,1481,754
886,1502,242,265
1162,1976,986,1693
436,140,1751,922
597,852,1823,289
797,1929,750,260
44,561,1514,1423
996,479,1586,1600
1722,1718,1506,1191
151,1051,1353,975
46,686,1666,77
1075,478,96,557
390,1781,1891,1199
1732,454,501,387
437,690,1410,1418
1418,1170,43,544
813,1112,1530,752
608,332,1384,461
1101,84,18,1477
1651,448,1051,736
1831,5,30,477
238,416,1390,1488
131,740,85,502
89,1554,200,310
615,1217,322,1450
1915,1800,586,1518
665,1289,615,1632
913,710,1849,1483
50,22,455,69
423,1830,773,1819
1753,989,839,1241
519,1592,268,807
1544,1489,1375,1390
1716,619,316,352
386,838,1794,1733
1265,384,452,1673
1565,1339,968,974
1871,1288,1622,1888
886,1832,1544,1571
1333,1661,1478,551
1972,1387,1136,995
1940,133,743,175
334,587,1603,1493
829,1534,138,607
1479,810,220,952
1197,505,208,1824
1803,1460,969,537
406,615,865,604
653,646,1772,1179
1313,695,1788,1120
1904,405,1338,838
403,651,430,378
1414,141,307,1712
1292,108,1599,2
899,664,1714,1628
1984,1760,325,381
1574,1943,1184,1830
959,1630,1789,736
944,865,1088,972
391,1784,314,653
1613,426,1500,1643
1563,1082,425,1853
1365,207,327,483
1228,864,1995,773
284,1291,38,780
1703,1219,667,298
432,942,59,583
98,1912,55,1328
70,736,1302,834
354,1799,1726,517
1792,413,1646,360
777,817,710,6
407,655,1239,932
1330,327,582,1085
1088,1288,1476,1896
1323,1743,1077,941
197,198,800,940
677,1777,128,1887
1404,643,546,970
1346,1138,1665,1159
1145,854,1506,1351
1843,672,1788,582
1981,1472,1680,230
1521,72,1231,1432
1200,1425,501,583
1294,1893,1463,1258
475,1412,758,112
1651,1122,531,1298
234,659,1787,1285
1165,216,1108,563
738,442,1875,552
970,600,821,447
1860,88,183,1775
1806,1120,328,183
706,82,593,477
1975,828,1917,1363
1116,878,149,120
1348,563,839,100
675,648,1869,432
1070,1079,971,1318
1594,462,1122,399
937,1936,504,1294
189,773,1548,1293
385,846,180,1806
1047,1924,1308,1931
1631,693,450,1085
1446,529,658,51
1838,1190,1717,607
1520,907,1617,1371
1380,803,1107,1316
793,1576,617,837
1377,1022,616,1330
463,1366,1078,1962
543,1581,618,184
1843,430,1424,806
806,662,1579,578
1406,495,1613,469
843,1201,987,1841
1383,1229,1081,251
422,806,189,631
403,711,329,990
692,338,1105,304
804,1981,1492,1794
1215,289,618,1962
1360,1975,772,947
1904,372,1388,490
1451,966,570,478
837,1741,694,410
1777,554,1996,519
1268,1944,1467,1702
382,212,1176,53
662,401,1255,1880
1998,382,1255,1125
1922,1338,523,1459
694,226,758,1382
114,530,642,1381
1547,1618,1288,1317
1640,1818,246,46
573,952,1754,292
103,1579,1751,1892
1365,1250,1483,598
768,1621,1677,981
1720,1830,1367,1992
1991,277,1220,807
1439,855,1724,1020
76,1193,704,600
1640,1607,1075,1200
1315,925,381,1323
1846,539,1411,225
15,1009,650,1735
144,1336,822,505
1364,989,1166,1139
1283,1301,637,1295
1550,666,1998,220
238,1854,148,1025
1495,1389,1269,1606
784,133,861,1618
252,1295,1911,678
1690,476,1886,1103
345,295,1750,1112
1977,100,1267,313
461,95,1765,1621
1424,554,568,1058
288,1768,1164,1880
448,1265,1354,1862
1038,475,482,1453
1040,1179,1939,135
1633,200,113,1466
1402,491,1434,1414
1651,1344,459,1151
1916,1708,750,272
1001,645,1340,1812
1682,233,1330,1880
1302,1932,1077,1295
695,1644,1448,277
1436,1485,967,1025
541,1050,1877,1793
367,1208,1428,580
1493,1089,612,1639
1252,1587,879,1618
1876,946,853,1360
1683,924,236,512
1919,1877,1732,256
1015,1793,1491,70
967,355,194,413
846,1170,1867,915
1621,1755,618,374
327,332,101,1710
1077,1472,1292,439
1522,1114,1673,189
471,1796,70,801
849,136,1184,346
1504,1726,757,1617
1822,1909,1231,476
1545,678,642,1338
236,231,870,1978
1976,1094,105,945
1531,598,1072,1200
1390,271,1534,1189
247,1239,796,1910
